ein,tax_period,form_type,total_revenue,total_expenses,total_assets_end,total_liabilities_end,net_assets_end,avg_revenue_3yr,avg_expenses_3yr,num_filings_in_3yr
232546786,202403,990,3358107,3689993,3877911,240548,3637363,N/A,N/A,1
232654318,202312,990,342760,381195,516406,119802,396604,N/A,N/A,1
232661414,202306,990,9166067,8256213,22619412,1057177,21562235,N/A,N/A,1
232661775,202312,990,456694,487295,3332564,4792,3327772,N/A,N/A,1
232672930,202312,990,418160,396176,570014,0,570014,N/A,N/A,1
232676644,202312,990,323275,267650,501257,840,500417,N/A,N/A,1
232724914,202306,990,606692,454103,1643886,6615,1637271,N/A,N/A,1
232729898,202312,990,951622,584860,1307587,8933,1298654,N/A,N/A,1
232743208,202312,990,159496,111771,1381547,0,1381547,N/A,N/A,1
232750010,202312,990,351792,355622,20961,172616,-151655,N/A,N/A,1
232762173,202312,990,263484,262010,1367088,259186,1107902,N/A,N/A,1
232772504,202306,990,64845475,58181828,44888850,14231400,30657450,N/A,N/A,1
232785411,202312,990,1959138,413074,7294709,6667,7288042,N/A,N/A,1
232798690,202306,990,4101748,4344886,1892498,444145,1448353,N/A,N/A,1
232801799,202306,990,12544016,1016548,157573180,1002912,156570268,N/A,N/A,1
232805623,202306,990,1186667,1136606,500224,31250,468974,N/A,N/A,1
232825030,202312,990,432634,485051,523251,16398,506853,N/A,N/A,1
232838716,202312,990,5877017,5536217,1414739,29064,1385675,N/A,N/A,1
232842495,202312,990,3813504,1830706,6683050,97219,6585831,N/A,N/A,1
232854079,202306,990,788682,734530,671471,184754,486717,N/A,N/A,1
232856553,202312,990,1256141,1225512,229712,0,229712,N/A,N/A,1
232858946,202312,990,670307,669626,1382226,10379,1371847,N/A,N/A,1
232864283,202312,990,2077768,2206928,3463208,358755,3104453,N/A,N/A,1
232964829,202312,990,13069259,12902453,11102455,3957396,7145059,N/A,N/A,1
232970431,202312,990,1046047,1021825,489145,0,489145,1011238.5,988462.0,2
232978010,202306,990,4997930,4787336,1939395,1589325,350070,N/A,N/A,1
232989224,202312,990,499138,499846,423181,12957,410224,N/A,N/A,1
232993647,202309,990,570767,461350,196634,4292,192342,N/A,N/A,1
233000534,202306,990,2698408,2557820,1395150,189821,1205329,N/A,N/A,1
233005487,202312,990,615198,731774,1678958,1029918,649040,N/A,N/A,1
233012017,202312,990,363531,357213,2591951,0,2591951,423825.5,315265.5,2
233014323,202312,990,507568,459346,119424,0,119424,N/A,N/A,1
233023514,202406,990,1073022,833967,2081488,5594,2075894,N/A,N/A,1
233039227,202312,990,2344499,1972091,5341072,180562,5160510,N/A,N/A,1
233055366,202312,990,765007,710166,238832,0,238832,N/A,N/A,1
233061549,202312,990,929436,880747,1000013,20135,979878,N/A,N/A,1
233078192,202312,990,366375,370619,446232,6682,439550,N/A,N/A,1
233085236,202312,990,319307,398711,2176224,3950216,-1773992,N/A,N/A,1
233100092,202312,990,2049249,1885832,1711027,74189,1636838,N/A,N/A,1
236002304,202306,990,211707370,163519090,883366346,159339755,724026591,N/A,N/A,1
236251652,202312,990,893068,809974,22893238,5001,22888237,N/A,N/A,1
236414870,202312,990-PF,1678799,1232812,6192434,70061,6122373,N/A,N/A,1
236464467,202312,990,259924,349637,8986445,0,8986445,N/A,N/A,1
237000755,202404,990,326294,327597,165958,0,165958,325086.5,327869.5,2
237002558,202309,990,355076,351420,453484,0,453484,N/A,N/A,1
237004456,202306,990,1925352,1908100,10820138,396579,10423559,N/A,N/A,1
237004562,202312,990,515827,700277,842004,494626,347378,N/A,N/A,1
237004991,202306,990,2634995,2749020,1382141,155057,1227084,N/A,N/A,1
237013128,202312,990,756587,368730,414204,18000,396204,N/A,N/A,1
237013287,202406,990,10598724,4458374,29273730,1277274,27996456,N/A,N/A,1
237025778,202312,990,372577,367113,407010,302422,104588,336862.5,336330.5,2
237027179,202408,990,1144670,1169487,2715259,205665,2509594,1298878.5,1174006.5,2
237027189,202312,990,401905,186801,1260752,0,1260752,N/A,N/A,1
237029330,202312,990,5359137,5281268,8136501,1995638,6140863,N/A,N/A,1
237031637,202312,990,21064029,16896063,114426240,2177269,112248971,N/A,N/A,1
237031965,202405,990,9086788,8385013,15000150,1578901,13421249,N/A,N/A,1
237032625,202306,990,28002873,30245448,141928490,15606387,126322103,N/A,N/A,1
237032704,202306,990,1412773,1457733,2512403,6220,2506183,N/A,N/A,1
237033369,202305,990,3278745,2993667,12995656,811149,12184507,N/A,N/A,1
237034324,202406,990,8650028,8263346,16820592,926932,15893660,N/A,N/A,1
237044164,202306,990,1952140,2465095,6052422,830964,5221458,N/A,N/A,1
237046813,202312,990,955551,607088,908369,0,908369,N/A,N/A,1
237052934,202312,990,960906,674261,2258439,12380,2246059,N/A,N/A,1
237058610,202312,990,661451,659320,501400,2800,498600,N/A,N/A,1
237059764,202404,990,564247,273109,11439645,0,11439645,N/A,N/A,1
237077182,202306,990,2959644,3427643,29683582,251431,29432151,N/A,N/A,1
237083038,202308,990,6443050,9765514,50674979,48284945,2390034,N/A,N/A,1
237084937,202312,990,293044,236542,2507614,82172,2425442,N/A,N/A,1
237088806,202312,990,1360676,757471,2634575,43502,2591073,N/A,N/A,1
237089694,202312,990,302306,300724,814788,4778,810010,N/A,N/A,1
237094883,202312,990,672478,703487,579256,52221,527035,N/A,N/A,1
237098400,202309,990,53583898,51178019,50506406,22494745,28011661,N/A,N/A,1
237103106,202310,990,177213,178406,46372361,3137912,43234449,N/A,N/A,1
237112560,202312,990,4421732,4866716,10269080,296578,9972502,N/A,N/A,1
237124417,202306,990,2514634,2514562,5682647,37144,5645503,N/A,N/A,1
237124986,202309,990,777959,705789,1493112,150878,1342234,N/A,N/A,1
237125575,202306,990,1051077,1054258,3252780,39104,3213676,N/A,N/A,1
237135066,202312,990,1079423,316602,6965831,0,6965831,N/A,N/A,1
237135928,202306,990,46346872,41520758,53488311,12258495,41229816,N/A,N/A,1
237136441,202312,990,285120,311078,137527,640,136887,N/A,N/A,1
237136446,202312,990,2018617,2040490,3542903,78686,3464217,N/A,N/A,1
237137527,202308,990,385482,439224,477211,26391,450820,N/A,N/A,1
237143121,202406,990,284235,211595,1431199,0,1431199,N/A,N/A,1
237148151,202312,990,1591488,1783682,1988245,26575,1961670,N/A,N/A,1
237163484,202312,990,408359,363567,2911179,110000,2801179,N/A,N/A,1
237166765,202312,990,445104,279767,654449,0,654449,N/A,N/A,1
237172074,202306,990,698803,584347,306845,300268,6577,N/A,N/A,1
237172930,202312,990,392775,460774,66247,1868,64379,N/A,N/A,1
237173366,202312,990,777319,653683,1210119,3723,1206396,N/A,N/A,1
237178040,202312,990,1570121,1775076,639914,363029,276885,N/A,N/A,1
237179639,202306,990,51321857,52567274,136085164,59871963,76213201,N/A,N/A,1
237182033,202312,990,2465950,2244178,1498357,222320,1276037,N/A,N/A,1
237188767,202312,990,7673650,7274413,8275987,1372536,6903451,N/A,N/A,1
237191131,202406,990,409519,485041,293119,53802,239317,406112.0,500340.0,3
237193791,202312,990,384186,405355,20875,0,20875,N/A,N/A,1
237198104,202306,990,5879679,4459135,8998631,5359127,3639504,N/A,N/A,1
237198463,202306,990,14468657,14576134,22173397,3169069,19004328,N/A,N/A,1
237223216,202306,990,1939602,5630699,299779457,106095939,193683518,62519880.5,68750243.0,2
237225104,202306,990,92483122,75918300,276521711,43573697,232948014,N/A,N/A,1
237227237,202312,990,867027,939806,2157478,7102,2150376,N/A,N/A,1
237228230,202312,990,4039055,4054947,13133936,26516,13107420,N/A,N/A,1
237258100,202312,990,2034673,2601672,105455417,79614593,25840824,N/A,N/A,1
237272284,202306,990,1429103,1287470,817314,0,817314,N/A,N/A,1
237275351,202312,990,347540,261177,2000469,256620,1743849,N/A,N/A,1
237281987,202306,990,1630929,1575571,1766775,405451,1361324,N/A,N/A,1
237282936,202312,990,703319,573803,2484374,0,2484374,N/A,N/A,1
237292636,202312,990,2662445,2420853,3608434,440088,3168346,N/A,N/A,1
237296862,202308,990,1637160,258136,614229,2118,612111,N/A,N/A,1
237297226,202312,990,164797,133633,397259,79,397180,N/A,N/A,1
237297461,202312,990,276490,217136,350954,5088,345866,N/A,N/A,1
237298482,202312,990,2108366,2397220,2767405,695490,2071915,N/A,N/A,1
237299935,202312,990,1734308,1578254,2535953,27078,2508875,N/A,N/A,1
237315751,202307,990-EZ,174058,169091,181859,49300,132559,N/A,N/A,1
237315832,202312,990,612403,137019,3795531,0,3795531,N/A,N/A,1
237325778,202406,990,19665397,17251045,24684078,1319112,23364966,N/A,N/A,1
237328667,202312,990,1094259,1245115,1140121,66487,1073634,N/A,N/A,1
237339535,202312,990,271687,316947,983225,89185,894040,N/A,N/A,1
237344693,202306,990,780014,472324,4787085,821667,3965418,N/A,N/A,1
237346138,202312,990,1642435,1138757,4433289,67847,4365442,N/A,N/A,1
237356024,202312,990,1361198,1261640,751890,116260,635630,N/A,N/A,1
237359521,202312,990,152621,172829,766199,56339,709860,N/A,N/A,1
237364361,202306,990,1313535,1086512,8588295,161402,8426893,N/A,N/A,1
237365237,202312,990,808179,715752,1369869,197067,1172802,N/A,N/A,1
237376156,202312,990,555681,637126,1006129,10865,995264,N/A,N/A,1
237390358,202312,990,4464790,3893993,11507208,1477385,10029823,N/A,N/A,1
237399603,202306,990,213011,250093,373613,1280536,-906923,N/A,N/A,1
237409172,202306,990,16243819,16150445,51449461,26702042,24747419,N/A,N/A,1
237410933,202312,990,578565,302065,620051,1381,618670,N/A,N/A,1
237417198,202306,990,6584165,6404253,5073779,110889,4962890,N/A,N/A,1
237417708,202309,990,268674,205660,5457449,0,5457449,N/A,N/A,1
237421224,202306,990,41187847,43967120,48167764,28759208,19408556,N/A,N/A,1
237422390,202312,990,7600114,7855133,50495687,276612,50219075,N/A,N/A,1
237424817,202312,990,534831,466033,890905,0,890905,N/A,N/A,1
237424845,202408,990,1122231,999378,4425274,0,4425274,N/A,N/A,1
237428583,202312,990,433949,371507,1624827,144459,1480368,N/A,N/A,1
237428762,202308,990,3222841,1932577,46456877,8250395,38206482,N/A,N/A,1
237433923,202312,990,22201592,20043925,28986953,974003,28012950,N/A,N/A,1
237434499,202306,990,12450981,13237853,37000346,20004232,16996114,N/A,N/A,1
237438600,202312,990,1844241,2123629,1879483,1219440,660043,N/A,N/A,1
237442645,202312,990,656660,610473,938584,86665,851919,N/A,N/A,1
237450886,202309,990,558248,455100,955909,83981,871928,N/A,N/A,1
237853979,202304,990,1466181,1469486,683790,617130,66660,N/A,N/A,1
240772407,202306,990,378989380,357037930,1678403221,290025822,1388377399,N/A,N/A,1
240795406,202306,990,89739127,89038505,217865120,59659371,158205749,N/A,N/A,1
240795439,202406,990,15112500,13683960,41273357,9851359,31421998,N/A,N/A,1
240795441,202305,990,21691443,27005362,34403196,25685809,8717387,25877048.5,29809686.5,2
240795453,202306,990,116155084,110990290,234414612,89032432,145382180,N/A,N/A,1
240795460,202306,990,132107742,132634752,297626077,74152094,223473983,N/A,N/A,1
240795495,202305,990,257549602,259764782,625162281,177043227,448119054,N/A,N/A,1
240795506,202305,990,150786707,146690144,248146592,103772407,144374185,N/A,N/A,1
240795686,202306,990,258966915,258407731,1649595334,376125566,1273469768,N/A,N/A,1
240795965,202306,990,72221411,86887694,300465533,51268533,249197000,N/A,N/A,1
240804602,202306,990,95600968,96085562,259989612,70324802,189664810,N/A,N/A,1
240839402,202306,990,39422972,35785131,79386578,23518978,55867600,N/A,N/A,1
250496976,202306,990,165989696,160562591,317003426,112265115,204738311,N/A,N/A,1
250717890,202306,990,117421560,103670980,217295408,85287626,132007782,N/A,N/A,1
250912618,202306,990,13579845,12028077,29962148,11820394,18141754,N/A,N/A,1
250964126,202306,990,95957733,96677219,307543905,29190685,278353220,N/A,N/A,1
250965212,202306,990,116596893,131364869,415584668,67964962,347619706,N/A,N/A,1
250965376,202405,990,50999952,51330861,100082536,5066437,95016099,54870417.5,51415006.0,2
250965430,202305,990,149337359,151539948,168302499,68210644,100091855,N/A,N/A,1
250965438,202306,990,84318254,78038341,126780809,47630762,79150047,N/A,N/A,1
250965459,202312,990,358433,692831,14773907,0,14773907,N/A,N/A,1
250965557,202306,990,96807682,96673314,191372151,55610681,135761470,N/A,N/A,1
250965576,202306,990,53263493,53204410,95103100,37946299,57156801,N/A,N/A,1
250965600,202306,990,276561387,259349143,376104202,104998728,271105474,N/A,N/A,1
250965601,202306,990,107289502,95253081,316708859,61055500,255653359,N/A,N/A,1
250965603,202406,990,64819515,61418740,122417375,43556913,78860462,60656188.5,60650586.0,2
250983069,202306,990,61796000,59272512,246113230,35887550,210225680,N/A,N/A,1
251024358,202306,990,105939763,109220768,157885424,50587638,107297786,N/A,N/A,1
251041249,202312,990,698508,842207,1513337,2197,1511140,N/A,N/A,1
251060165,202312,990,3640517,1855630,7159518,203549,6955969,N/A,N/A,1
251065148,202406,990,178506655,92034181,513031461,27582567,485448894,N/A,N/A,1
251094922,202308,990,116941857,129931296,191322220,55655993,135666227,N/A,N/A,1
251114320,202306,990,40237093,40971125,176398652,25294761,151103891,N/A,N/A,1
251125048,202306,990,38646192,44347768,44623298,24423810,20199488,N/A,N/A,1
251140337,202306,990,891839,868762,185816,91454,94362,N/A,N/A,1
251186257,202306,990,4370343,2577036,26338883,353343,25985540,N/A,N/A,1
251203214,202312,990,657694,680021,300223,166109,134114,N/A,N/A,1
251213332,202306,990,3856506,3204055,6154697,265618,5889079,N/A,N/A,1
251369843,202312,990,684985,688927,1010465,599083,411382,N/A,N/A,1
251374416,202312,990,208200,251296,144580,0,144580,N/A,N/A,1
251457139,202312,990,346663,429421,104926,21025,83901,N/A,N/A,1
251494750,202306,990,2244149,2204261,2257306,939234,1318072,N/A,N/A,1
251562015,202312,990,656888,549948,723038,0,723038,N/A,N/A,1
251569264,202312,990,845450,171083,1147503,0,1147503,N/A,N/A,1
251569477,202312,990,941773,1128032,1272333,628033,644300,N/A,N/A,1
251578682,202309,990,335432,353596,1244372,2343,1242029,N/A,N/A,1
251592506,202312,990,2052042,1439969,4879451,54982,4824469,N/A,N/A,1
251601511,202312,990,416637,415444,1723950,200111,1523839,N/A,N/A,1
251627718,202312,990,13882671,5692993,24714492,543056,24171436,N/A,N/A,1
251634639,202406,990,474887,484031,22973,0,22973,N/A,N/A,1
251658974,202406,990,1192438,979944,1104569,133474,971095,N/A,N/A,1
251660572,202312,990,1076003,951340,1787971,463056,1324915,N/A,N/A,1
251670693,202312,990,620798,536415,3207740,7322,3200418,N/A,N/A,1
251691004,202312,990,430245,454143,55392,9069,46323,N/A,N/A,1
251698294,202312,990,238549,206129,807430,7751,799679,N/A,N/A,1
251711945,202312,990,600710,335665,2320702,1000707,1319995,N/A,N/A,1
251738347,202306,990,7399880,7364748,3024908,2098638,926270,N/A,N/A,1
251741353,202312,990,2268370,2451153,459906,597425,-137519,N/A,N/A,1
251750887,202312,990,377088,339065,912767,87789,824978,N/A,N/A,1
251775321,202306,990,12816610,9678838,27457446,18537166,8920280,N/A,N/A,1
251780374,202312,990,382762,317974,1032275,169101,863174,N/A,N/A,1
251794585,202312,990,556385,382989,729640,0,729640,N/A,N/A,1
251795713,202303,990,212021,219251,19288,4029,15259,N/A,N/A,1
251801687,202312,990,388476,323266,0,0,0,N/A,N/A,1
251843470,202306,990,443206,803470,9194608,46247,9148361,N/A,N/A,1
251900793,202306,990,73360586,82000586,222644482,185216244,37428238,N/A,N/A,1
251900867,202306,990,251763,274654,1031628,399225,632403,N/A,N/A,1
251908065,202312,990,264264,244712,308373,34175,274198,N/A,N/A,1
251915667,202312,990,1269359,1056233,903401,13715,889686,N/A,N/A,1
251923416,202309,990,402089,364079,427089,14685,412404,N/A,N/A,1
256774871,202306,990-PF,22616853,24530347,613405991,3007032,610398959,N/A,N/A,1
260003216,202312,990,1057617,502951,6767093,1797999,4969094,N/A,N/A,1
260007763,202312,990,301614,184466,570146,0,570146,N/A,N/A,1
260034805,202312,990,384954,243195,349999,25206,324793,N/A,N/A,1
260049449,202312,990,739132,382336,3279336,401,3278935,N/A,N/A,1
260076451,202312,990,584457,551595,794589,33835,760754,N/A,N/A,1
260088044,202312,990,763108,370474,1014990,0,1014990,N/A,N/A,1
260100683,202312,990,714965,723705,258644,192133,66511,N/A,N/A,1
260109286,202312,990,250912,175840,994326,295700,698626,N/A,N/A,1
260109754,202312,990,404938,410712,340276,0,340276,N/A,N/A,1
260129922,202312,990-PF,19124,70306,2172732,109174,2063558,N/A,N/A,1
260149915,202312,990,279364,399143,881218,59542,821676,N/A,N/A,1
260152908,202306,990,112947739,130235259,61604454,135892874,-74288420,N/A,N/A,1
260164938,202312,990,1190120,841924,652617,61000,591617,N/A,N/A,1
260194811,202312,990,1738540,534956,5218290,269055,4949235,N/A,N/A,1
260196984,202312,990,792910,447684,5054985,921230,4133755,N/A,N/A,1
260226383,202312,990,1134073,1187628,867483,629618,237865,N/A,N/A,1
260244982,202312,990,943595,228303,745782,745782,0,N/A,N/A,1
260249582,202312,990,795720,728907,158551,0,158551,N/A,N/A,1
260268289,202312,990,366963,315586,379889,0,379889,N/A,N/A,1
260275948,202312,990,1061617,1796194,2604288,2623929,-19641,N/A,N/A,1
260276601,202312,990,6202344,6453060,3905493,307247,3598246,N/A,N/A,1
260281964,202312,990,329506,331016,616254,36747,579507,N/A,N/A,1
260292181,202312,990,620697,572258,362348,64558,297790,N/A,N/A,1
260294831,202312,990,357838,317896,118757,0,118757,N/A,N/A,1
260298727,202312,990,1299436,1014246,3982283,0,3982283,N/A,N/A,1
260308541,202312,990,304061,305657,307219,4135,303084,N/A,N/A,1
260330950,202312,990,309646,342777,163721,0,163721,N/A,N/A,1
260335226,202312,990,868853,896580,434018,33842,400176,N/A,N/A,1
260335296,202312,990,938233,791895,939271,150000,789271,N/A,N/A,1
260373818,202312,990,313045,307174,36615,0,36615,N/A,N/A,1
260377424,202312,990,299573,335856,206505,3883,202622,N/A,N/A,1
260399954,202312,990,274439,278453,1362937,1430107,-67170,N/A,N/A,1
260401868,202312,990,604330,641227,487724,0,487724,N/A,N/A,1
260406486,202312,990,572531,579891,324390,13388,311002,N/A,N/A,1
260456215,202312,990,595934,236581,1979987,7851,1972136,N/A,N/A,1
260456274,202312,990,1020992,937023,1107129,21188,1085941,N/A,N/A,1
260460395,202312,990,931796,943338,1264459,292598,971861,N/A,N/A,1
260498441,202312,990,322080,163943,630361,164589,465772,N/A,N/A,1
260500569,202312,990,393224,361700,31524,0,31524,N/A,N/A,1
260514213,202306,990,259347,225660,98426,0,98426,N/A,N/A,1
260542932,202312,990,312067,299530,30205,1,30204,N/A,N/A,1
260563198,202312,990,746769,772427,251209,2001,249208,N/A,N/A,1
260589017,202312,990,855006,847136,210024,3239,206785,N/A,N/A,1
260592207,202312,990,390199,119330,1312834,143000,1169834,N/A,N/A,1
260605414,202312,990,577752,496526,3357106,0,3357106,N/A,N/A,1
260611258,202312,990,277786,244813,209938,8217,201721,N/A,N/A,1
260619803,202312,990,1469483,1534802,905863,17898,887965,N/A,N/A,1
260633946,202312,990,343278,423774,271466,0,271466,N/A,N/A,1
260652097,202312,990,401224,422883,303998,0,303998,370658.0,392589.5,2
260657227,202312,990,321822,138188,282875,0,282875,N/A,N/A,1
260658248,202312,990,2777135,2843221,4043728,0,4043728,N/A,N/A,1
260709107,202312,990,393912,367319,1147296,0,1147296,N/A,N/A,1
260711969,202306,990,276064,301146,222071,4122,217949,N/A,N/A,1
260713178,202312,990,309867,322386,1353447,799773,553674,N/A,N/A,1
260716062,202312,990,474638,340412,771955,17020,754935,N/A,N/A,1
260721818,202312,990,259137,190456,169879,1383,168496,N/A,N/A,1
260727122,202407,990,439921,19173,2917034,0,2917034,N/A,N/A,1
260735674,202312,990,830108,1116464,774927,66806,708121,N/A,N/A,1
260747442,202312,990,1787034,1411709,1259389,5723,1253666,N/A,N/A,1
260750389,202312,990,891810,1122741,1346696,460621,886075,N/A,N/A,1
